Screen Name,Tweet,Favourite count,Retweet count,Description,Location,Followers,Tweet ID,Date Created
AnySourceNews,Nigeria says talking to Boko Haram about possible ceasefire https://t.co/9DDZH3Ac0e https://t.co/RC7zyr7urw,0,0,We cover the latest emerging topics all around the world #breakingnews #news,United Kingdom,70,977943501684998145,2018-03-25 16:21:14
Reuters,Nigeria says talking to Boko Haram about possible ceasefire https://t.co/9kW1i8Tize https://t.co/J4qJ5RFVLt,57,46,"Top and breaking news, pictures, and videos from Reuters.",Around the world,19574549,977943286160789507,2018-03-25 16:20:23
viva_mazcot,"When you have tight security at the borders, menace of terrorism will be reduced to barest minimum. It's not so in Nigeria. We open our borders to terrorists to operate at will.
@segalink https://t.co/9ele8e69A9",23,12,Chemist. Social & Political Observer. Football Enthusiast.,Nigeria,346,977942974721089536,2018-03-25 16:19:09
Ranjanbuda,Nigeria says talking to Boko Haram about possible ceasefire https://t.co/ostll8a5ya,0,0,"Be My Friend:-

https://t.co/fr17hpkz5Y",,582,977942271281819648,2018-03-25 16:16:21
ReutersUK,Nigeria says talking to Boko Haram about possible ceasefire https://t.co/LBYSiMc5YB https://t.co/JF4OSmz8Mo,2,1,"Reuters UK editors. From pigeons to multimedia, Reuters has been delivering the news since 1851.","London, United Kingdom",94381,977942011360792577,2018-03-25 16:15:19
GonzaloWolfred,Nigeria says talking to Boko Haram about possible ceasefire - Reuters https://t.co/FmFGWQSfmY,0,0,Where ever you go... there you are. Going day by day... so let's see where it takes me! Namaste.,"Green Bay,WI,US",109,977941292004061184,2018-03-25 16:12:27
seoservicec,Nigeria says talking to Boko Haram about possible ceasefire - Reuters https://t.co/1hT8CYcFBR #world,0,0,Advantage - Digital Marketing,India,2500,977941266955616257,2018-03-25 16:12:21
seoservicec,Nigeria in talks with Boko Haram about a possible ceasefire: government - Reuters https://t.co/4FYZlbhZUT #world,0,0,Advantage - Digital Marketing,India,2500,977941234625822720,2018-03-25 16:12:14
MKhumanthem,Nigeria says talking to Boko Haram about possible ceasefire https://t.co/wcfjTYmjSV,0,0,Public Figure,"Manipur, India",4591,977940719640956929,2018-03-25 16:10:11
bdnews24,Nigeria says talking to Boko Haram about possible ceasefire https://t.co/j4utlv2AFj via @bdnews24 #reuters,0,0,News from trusted sources via @bdnews24 - ☝️ of the oldest sources for #news on #twitter.,"South Quay, London",223082,977940662510346240,2018-03-25 16:09:57
ShareCanadaNews,Nigeria says talking to Boko Haram about possible ceasefire - Reuters https://t.co/O7sTpa5FgV,0,0,"News aggregator for Canada! @Spyrokid77666 runs this page, shares up-to-date info and Google News finds the articles.",,428,977940261086093312,2018-03-25 16:08:22
tustuleca,"#Nigeria says talking to #BokoHaram about possible #ceasefire 

https://t.co/tuhFxOTxGt",0,0,Peruvian feminist wandering around London. Eclectic tweets: #politics #womensrights #peacebuilding #revolution #parenting #feminism #gender #music,"Hackney, London",819,977938551961739264,2018-03-25 16:01:34
757LiveAU,Nigeria says talking to Boko Haram about possible ceasefire https://t.co/wSgKjdtJh1,0,0,"Top News Stories of the day, Latest News Headlines, News Specials, @757live",Australia,419,977937550139564032,2018-03-25 15:57:35
dattalogy,All these are armed political organisations with fundamentalist viewpoints that will sit at the negotiating table with strong leverage. Nigeria says talking to Boko Haram about possible ceasefire - https://t.co/cADVnghClH,0,0,"Constant Learner, Builder of Things, alum LBS, BITS Pilani, LSE, StartingBloc Fellow #blockchain #math #engineering #economics #business #privacy  #crypto","Bengaluru, India",193,977935193766903809,2018-03-25 15:48:14
hershelsiv,"""Nigeria Says Talking to Boko Haram About Possible Ceasefire"" by REUTERS via NYT https://t.co/CNfPwBhnyR",0,0,"Programming, Web Solutions, Web Design, IT consultancy....more or less",Brownell,561,977934686310862848,2018-03-25 15:46:13
Africanewsu,Nigeria in talks with Boko Haram about a possible ceasefire: government  https://t.co/7RwEUvMNf6,0,0,Africa News,,357,977933419073212416,2018-03-25 15:41:10
uniave,Nigeria in talks with Boko Haram about a possible ceasefire - government https://t.co/HglOX41dTH,0,0,,,402,977932721564549121,2018-03-25 15:38:24
CagedSubversiv,Nigeria in talks with Boko Haram about a possible ceasefire - government https://t.co/FxoRAKBo3S,0,0,"Military Intelligence, Politics, World News.",,2986,977931043163529216,2018-03-25 15:31:44
bobsmithwind1,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/HxJyDziRpg,0,0,,,14,977930792906182656,2018-03-25 15:30:44
TehMafiaJoe,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/UibYHUOf76,0,0,"If you can't take a joke, fuck off. #uncensored",,838,977930783137714176,2018-03-25 15:30:42
oladeji_bayo,CAN has been consistently passing a vote of NO confidence on the Nigeria' security agencies. Prof Wole Soyinka and Gen T.Y have joined them.,0,0,I am a Nigerian journalist base in Abuja. I am a Pastor by divine arrangement. I love God and love my country. I am married with children.,"Abuja, Nigeria",1183,977930559816073217,2018-03-25 15:29:49
NewsUpdate24Int,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/HzsNqGL2t1 https://t.co/SBHlFkdpLx,0,0,We give you news from international press. Warning: Ongoing News Are Developing And Information May Change When The Situation Calm Down!,Norway,1310,977930107217092609,2018-03-25 15:28:01
NewsUpdate24Int,"Nigeria in talks with Boko Haram about a possible ceasefire: government: ABUJA (Reuters) - Nigeria's government is in talks with Islamist militant group Boko Haram about a possible ceasefire and the talks have gone on for some time, the… https://t.co/H3SDOHccCY  - Reuters https://t.co/eBZumb4Hrm",0,0,We give you news from international press. Warning: Ongoing News Are Developing And Information May Change When The Situation Calm Down!,Norway,1310,977929651933798400,2018-03-25 15:26:12
iNews24,Nigeria in talks with Boko Haram about a possible ceasefire: government [RTR https://t.co/oohNcMBrrU],0,0,"Latest news from trusted sources in 24 time zones, 24 hours a day. Follow @iNewsroom for Realtime Headline News.",Worldwide,2739,977929159363235841,2018-03-25 15:24:15
ElFamosoCampous,"""Nigeria in talks with Boko Haram about a possible ceasefire: government"" https://t.co/ylglflGi6V",0,0,Campeur de père en fils,France,78,977928710606282752,2018-03-25 15:22:28
AliceAggressive,Nigeria in talks with Boko Haram about a possible ceasefire: government ABUJA (R  https://t.co/GSRUUCMHT3,0,0,,,997,977928355738611713,2018-03-25 15:21:03
aikkaay,Nigeria in talks with Boko Haram about a possible ceasefire: government - https://t.co/h8aj4DB12N,0,0,"Change your thoughts, and you change your world. Keep it positive!!!","Dallas, TX",86,977927872441700357,2018-03-25 15:19:08
oxQjUbMNChFR7sk,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/ksAVQH3th1,0,0,"Here at Info Magazine, those who wish to keep track of the latest in various industries can browse through the articles found on this site.",,1,977927659115118592,2018-03-25 15:18:17
mlnangalama,via @PerilofAfrica  Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/HP9zIoxUC7 https://t.co/UYWhvzAXLE,0,0,"ExxonMobil IT Infrastructure Analyst. All opinions are mine, do not reflect my employer. Canada based. BigData Nerd","New Brunswick, Canada",2358,977927651624075265,2018-03-25 15:18:15
_dpaj,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/7HyhCj109y via @Reuters https://t.co/RMDefa3Ya0,0,0,"ENJOY a selection of National/International NEWS UPDATES. Just ""Don't shoot the messenger....!!"" 😱😱😱 Posts/RT's are NOT endorsements. NO AUTO DM's #TY.",#DV #CSA  #Daniel_Morgan,5508,977927628303753216,2018-03-25 15:18:10
eaUfkvVwMQDNBMZ,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/ayhAyDTUU6,0,0,"Here at Muddy Media, we exist with a mission to help the public become well rounded on the most vital matters in various industries.",,2,977927620259139585,2018-03-25 15:18:08
Fabiolucv,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/2qWCAOWKfu https://t.co/gRb17TucTL,0,0,"Count Your Age by Friends, Not Years. Count Your Life by Smiles, Not Tears",São Paulo,701,977927619822764032,2018-03-25 15:18:08
gdpr,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/nScnfvl9Ck https://t.co/bi6NhVmmlB,0,0,"Grateful Dread Peace Media presents GDPR, peace-progressive Internet news/talk public radio for a better world / Diverse voices & views for the 99%",,763,977927616148553728,2018-03-25 15:18:07
PansehTsewole1,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/GTZMvhLHoT https://t.co/eNORvafGcd,0,0,"As someone who immensely loves soccer, Panseh  Tsewole is a huge fan of the English Premier League (EPL) and ardent supporter of Manchester United.","Atlanta , GA ",528,977927615011987458,2018-03-25 15:18:07
pati_samaila,"Nigeria police are useless.
Nigeria Army are Bias.
Be your own security.",0,0,,"Rivers, Nigeria",165,977927612654931968,2018-03-25 15:18:06
alt_media_today,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/CvlsGaTaMl https://t.co/AcX1gRRlK8,0,1,Your source for world news. Stay informed. #world #news,,7566,977927611702657024,2018-03-25 15:18:06
ValuBit,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/UYsCl8jB0P https://t.co/U83XCnkyEy,0,0,Markets + Politics + Science + Society (Retweet ≠ Endorsement) https://t.co/0n8a27z7wn @Felsobuki_Nagy,US / EU,76630,977927492307742720,2018-03-25 15:17:37
hymanio312,"@greencountryv @GovAyoFayose Nobody wants to somaliarize Nigeria but to have peace prepare for war! When u have group with demonic agenda,🏃 riot in your country with your security forces colluding with them, if you don't want to be cleaned out then you must defend yourself.",0,0,"Pastor, An Entrepreneur, Teacher of the word,Deep thinker,Radical for JESUS. Goal; to make impact for JESUS in my generation.",nigeria,1415,977927295615762437,2018-03-25 15:16:50
ReutersWorld,Nigeria in talks with Boko Haram about a possible ceasefire: government https://t.co/WVl671sKuU,14,18,Your source for top international news and analysis.,NYC,252412,977926971861684225,2018-03-25 15:15:33
Timwalbe,"@deeejerh When you see people really believing that the synonym for defending yourself is going to war, you just know that just like the security system, the educational system in Nigeria has failed us :(",1,2,Words..... in the beginning...,,252,977926795017314304,2018-03-25 15:14:51
stopcorruption1,"Flashback: TY Danjuma as the Chief of Army Staff; an authority on national SECURITY, he knows all d rudiments of national SECURITY. In his days as d Chief of Army staff, Nigeria was very peaceful, no killer herdsmen, no kidnappers, no proliferation of weapons, crime rate was low https://t.co/Wol6WscXmc",3,2,Marshals and Volunteers of anti-corruption in defence of national pride and integrity. Fight corruption if it hurts!,,3220,977924763061555206,2018-03-25 15:06:47
FACT_UNDISPUTED,"@gbocec1967 @BashirAhmaad @HQNigerianArmy Keep deceiving yourself!
Be careless with your life and family...armed robbers and kidnappers will just waste you for nothing. 
There's no security in Nigeria...simple.
The security guys only know how to collect money from Civilians with gun",1,0,"Say it as it is!
Nigerians live daily as slaves in their country. Our Leaders are heartless without empathy for the masses. Stop praising politicians!",,707,977923505139408896,2018-03-25 15:01:47
AGKerali,"Africa’s problem? Total absence, except Nigeria,  of National Integrated Infrastructure Master Plans, 30 years: Security, Transport, Energy, ICT, Services( water, education, health). Expertise is here. No one will help Africa till we do these things ourselves. Best Regards",2,0,,"Kampala, Uganda",138,977920877361844224,2018-03-25 14:51:20
HeadlineNews_NG,"Fayose slams Buhari for asking security to go after critics, says: ""Nigerians can't be silenced"" read more on Headline News Nigeria - https://t.co/A1crvHmfVB https://t.co/VSqYeQcVBN",0,0,info@headlinenewsnigeria.com,"Abuja, Nigeria",10563,977920434955046913,2018-03-25 14:49:35
MEEDAYSAPPHIRE,"Parents in Nigeria do this, not because they’re sure of their kids’ security but because they’ve got no other choice https://t.co/POOADYDN9E",0,0,"Coca-cola, Coffee and Chocolates.. #JesusGroupie","Abuja, Nigeria",457,977919968217063427,2018-03-25 14:47:43
MEmpowered,Roll tape of new national security footage; now North Korea; now Iran; now Nigeria; now China and cue the Marines' Hymn. https://t.co/DCbWz4K3XR,1,0,"Our mission: To use the power of motherhood to power community transformation in the ‘hood.
Think.Act.Speak.
The Movement is ME!!","Brooklyn, New York",1327,977918994245177344,2018-03-25 14:43:51
BabaAnthony,Until the security is assured in Nigeria there can never be any meaningful progress of development in the country. Uncertainty is the enemy of development.,0,0,I know I know not . Analyst of the known unknowns. Reviewer of the situation .,,220,977917759068823553,2018-03-25 14:38:57
AyenosFelicity,@Germeluor @renoomokri @BillGates Don't ask me u know Is it the killings or the fail security or the Hunger on the land etc. We voted Buhari to correct the Jonathan mistakes. We believe Gej fails that is why we voted Buhari. Buhari suppose to rebuild Nigeria nt to contribute to Nigeria problem with his fake ideas,0,0,"A young manager of Ayenos Services. We care about your movement and safety.
Nigeria is no1 I love my country I care about my country my country is the best.",Lagos State Nigeria,655,977912615790940160,2018-03-25 14:18:30
davidkingtheo,"@GuardianNigeria
Boarder problem is it and we need Biafra total break up from terrorist Nigeria British Fulani and we are getting it right online with the rule of law @IntlCrimCourt
https://t.co/WbbaaHrKg5",0,0,I am proudly a Biafran.,Benin Rep,1706,977910378607890437,2018-03-25 14:09:37
Busaritaiwoabd1,"@channelstv I believe sustaining security is 1 of d agenda of this administration, therefore he shouldn't b afraid of his security anywhere in Nigeria if truly his handy work is clean",0,0,,,0,977908431117004800,2018-03-25 14:01:53
apcyouthomoodua,"4   We appeal for non-partisanship on the issue of security. We all have to be safe and alive before we can even belong to any political party. And whether you are in government or in opposition, Nigeria belongs to all of us. @deleyewilliams @Equityoyo @walebank @deelaw_02755",1,3,Official handle of  APC Youth Frontier South West Geopolitical Zone. Retweet not an endorsement!!,NIGERIA,7174,977904335316234245,2018-03-25 13:45:36
tirimisiyu2013,"@OfficialPDPNig @UN @APCNigeria @GovAyoFayose @UcheSecondus @benmurraybruce @officialKolaO @atiku @DrAgboEmmanuel People deceive people “PDP” stops lies to the world 🌍 PDP govt most irresponsible govt in Nigeria 🇳🇬 history, a party that celebrated impunity, corruption, a party that failed to fixed infrastructure, security, electricity all they said then is family affairs",0,0,"News, sport news, social news, cultural news. on instagram lekan7518",United Kingdom,1347,977903762768564224,2018-03-25 13:43:20
aminugamawa,"A foreign firm revealed that it was hired by some Nigerians to interfere in Nigeria’s elections using many “illegal” tactics, including hacking &amp; sponsoring protests to weaken opposition. Our government is silent about this national security issue. Why?

https://t.co/rzFAThZkrN",76,63,"Law Teacher and Legal Practitioner. DL, LLB (UNIMAID), BL(NLS), LLM & S.J.D. (@Harvard_Law). #Feminist #AntiCorruption #CVE #SDG #SavingLives Opinions are mine.","Abuja, Nigeria",145811,977902529810976769,2018-03-25 13:38:26
Reporters_Large,Security: Nigerian Army Tackles TY Danjuma https://t.co/E9Op9rerkC via @Reporters_Large #Nigeria @LindaLeeKing @HQNigerianArmy @TYDFoundation,1,2,#Global #Breaking #News #Current #Event #Sports #Business #Tourism #OnlineNews,"Georgia, USA",1524,977899305527861248,2018-03-25 13:25:37
AsinbabaJ,"@OfficialPDPNig @voteandstay @MBuhari @APCNigeria @officialKolaO @DrAgboEmmanuel @iamHSDickson @UcheSecondus @GovAyoFayose @benmurraybruce @atiku The situation in Nigeria now should be viewed from wisdom angle, APC traded there campaigns based on security and corruption rather than working out solutions then, now it's a huge backlash against them now.",2,3,,,28,977899178293710848,2018-03-25 13:25:07
Abdulddw,"Is T.Y. Danjuma  above the law? the security agencies should invite him for questioning if they're serious. If not, many more elder statesmen will
come up with such utterances. Well, this is Nigeria",1,0,,"Kano, Nigeria",315,977899063176724486,2018-03-25 13:24:39
DukedEarl,"@APCNigeria @VAIDSNG Thunder fire una.
I make money overseas.
I provide everything I n my family needs in Nigeria including security,electricity n water.
I provide jobs solely on my own wo assistance from d govt that’s bn looting our mutually owned resources, yet I am to pay tax. 
4 what exactly?",0,0,"•Husband. •Father. •Uncle.                   Sometimes I debate with fools so that the wise can be wiser. However big or small your feet are,leave prints.",Nigeria,74,977896496656932875,2018-03-25 13:14:27
just411,@i_am_Anomeli @TheAishaJibril If u r in doubt of what he said...pls tell me who are the security chiefs in Nigeria. All of them hausa/ Fulani. Doing tribal meeting yet is called security meeting.,2,2,"MD,Entrepreneur, philanthropist, God fearing,footballer.
#crypto #cryptotrader #footballagent #MUFC",,231,977894683698450437,2018-03-25 13:07:15
chikas_royal,"Nigeria have lost confidence in security agencies for long, but this time has been more worst because the security chief can’t even obey the president order😭 https://t.co/fHfdYNU4RX",0,0,"An Aries# Someone King# I was born Biafran, and will die Biafran# MUFC, Living for a Purpose# i hate the word impossible.",Republic Of Biafra,510,977894641419694080,2018-03-25 13:07:05
pati_samaila,"Forget about Gen. TY for a moment, I as Sheikh Pati have no confidence in the whole of Nigeria Security Agencies when it comes to protecting innocent Nigeria Minors against Buhari brothers. Buhari and his evil service chiefs are on a mission of cleansing the Minors in the North.",0,0,,"Rivers, Nigeria",165,977894261176889344,2018-03-25 13:05:34
pojugreat,"They are the ones in charge of security in my hood. This same area was a no go place after 8pm before, Opc was brought in, the madness stopped 

Nigeria is a failed state https://t.co/K060StE50Z",0,0,Instinct Drives Me. Destiny Draws Me..... Merit is rewarded with Wealth & with Wealth comes Class...The Skull,Nigeria,1148,977893646753239041,2018-03-25 13:03:08
FACT_UNDISPUTED,"@BashirAhmaad @HQNigerianArmy There's no security in Nigeria!
Don't be careless with your life.
This is a country where Boko Haram terrorists will kidnap a whole community anytime and return them without any arrest.
The soldiers and police only know how to collect money from Civilians and threaten with guns",2,0,"Say it as it is!
Nigerians live daily as slaves in their country. Our Leaders are heartless without empathy for the masses. Stop praising politicians!",,707,977892570457141248,2018-03-25 12:58:51
GMuojo,"@NkemdiMary IPOB is giving the impression of weakness,  so nigeria security agencies are not afraid of them. You can see how they run away just on the mention of boko haram. Time for IPOB to arm with guns and nerve agents and fight these rag wearing and disease infested security agencies.",2,4,,,124,977892257151049730,2018-03-25 12:57:37
realKefason,The North is heading virtually all the security apparatus in Nigeria yet the North is the most unsecured region to live in Nigeria,4,2,"An advocate for an open society, justice, equity and fair play.
An activist, a writer, public affairs commentator. #SouthernKaduna born",Nigeria ,1080,977891376581967877,2018-03-25 12:54:07
midalabarry,"@AdeBanqie As much as I disagree with TY statement of citizens carrying arms, the big question is if only the security agencies where quick to stop the herds men as they did with Dapchi girls we will not be talking about TY statement. God bless Nigeria Army",1,0,"A LEADER, Chemical Engineer, Entrepreneur, Problem solver, Open minded, Positivist.","Abuja, Nigeria",171,977887726921027584,2018-03-25 12:39:37
Ezeyim1,"Nigeria police kidnapped ipob""biafran freedom fighter on the way to the burial of their own member in abonyi state Nigeria. Nigerian government is building Boko Haram terrorist under Nigerian security mens to kill biafrans indigenous peoples. Yesterday about 18 people kidnapped.",0,1,,,0,977886496257699840,2018-03-25 12:34:43
AkpasubiO,"@SERAPNigeria @MBuhari Gen Danjuma's allegations of bias against Nigeria's Armed Forces,in the face of daunting security challenges,will be attracting attention to the extent that they are coming from no less a personality.Otherwise, events on the ground across the country are not to the contrary",0,1,"Minister of the Gospel and Writer, who is also committed to upholding the tenets of good governance  and social justice. I am on Facebook as Emma O Akpasubi.","Benin-City, Nigeria",42,977884148626018305,2018-03-25 12:25:23
Oruaze,"Nigeria is a country where over 600 persons have been killed between January and March alone. Thousands were displaced between January and March alone.

This is a serious security failure which portends danger to our national security and national unity.

#Pray4Leah #DapchiGirls",9,7,"Family first. Entrepreneurship. Lawyering, writing & Philanthropy next. Managing Solicitor @Triaxsolicitors. I am documenting my journey to build global brands.",Nigeria,106407,977882353849782273,2018-03-25 12:18:15
FACT_UNDISPUTED,"@adeyanjudeji There's no security in Nigeria!
Don't be careless with your life.
This is a country where Boko Haram terrorists will kidnap a whole community anytime and return them without any arrest.
The soldiers and police only know how to collect money from Civilians and threaten with guns",0,0,"Say it as it is!
Nigerians live daily as slaves in their country. Our Leaders are heartless without empathy for the masses. Stop praising politicians!",,707,977879146394275840,2018-03-25 12:05:31
nicxinisaac,"@soji_surge he may be saying the truth but he is beneficiary of the rot in the Nigerian system of governance. He is talking about security now abi, what did and his military cohorts do to ensure we have a better Nigeria? Make the man go rest abeg https://t.co/khBNoZIb3a",0,0,"pharmacist, entrepreneur and a creative thinker",,129,977875720151224320,2018-03-25 11:51:54
Cross_Aggrey,"Nigeria should stop negotiating and paying terrorist openly atleast, you make it sound profitable, more factions will sprung up in the name of Boko haram.
Recruit and train our security forces with those funds....
@realFFK @benmurraybruce @renoomokri",0,0,,,0,977874430012555265,2018-03-25 11:46:46
jerrybest7,@Abdulrahmanleme @Omojuwa Absolutely correct!!! TY Is a president in Nigeria without being elected .... Untouchable ... I once saw him come for a meeting at Natcom his security entourage was like that of a president,0,0,"An intelligent Engineer, Entrepreneur and Solution think tank of Nigeria youths globally...",Atlanta Georgia,397,977873697406144513,2018-03-25 11:43:52
AladuraPope,"Majority of the Nigerian Security Personnel are Muslims and many of the Muslims are radicals who believe in the positions of Boko-Haram and other Islamic Terror groups. That is a fact. Therefore, we need State/Regional Police for better security of lives and property in Nigeria. https://t.co/ynTeoYU1hb",2,2,Dr. Rufus Okikiola Olubiyi OSITELU - Aladura Patriarch & Primate of THE CHURCH OF THE LORD (Prayer Fellowship) Worldwide [TCLPFW] a.k.a TCLAW;,"Frankfurt/Main, Germany",339,977870412473360387,2018-03-25 11:30:48
PhilmoreHost,Ife Ogunfuwa The National Information Technology Development Agency has cleared some of the Central Bank of Nigeria’s Information and Communications Technology security and systems infrastructure... https://t.co/o2bwrsPwTg,0,0,"PhilmoreHost is owned by Philmore-ICT Limited.
Are you in need of IT Solution?
Then contact 2348035173259 or info@philmorehost.com","Lagos, Nigeria",2579,977870385692766208,2018-03-25 11:30:42
JudeFeranmi,"How do you vote in this kind of poll?

Nigeria has so many internal security threats and even threats that aren't manifesting yet. https://t.co/B5Tnnqg9AO",0,0,"Founded https://t.co/yRlyBOxWgq, National Youth Leader, KOWA PARTY || Tech X Politics || Author, #RealCHANGE || feranmi@foundi.ng",Earth,4690,977870147938635776,2018-03-25 11:29:45
NgNewsPost,"(NITDA okays CBN’s ICT security, systems upgrade – Punch Newspapers) has been published on Latest Nigeria News - https://t.co/VIqNgD1nl2",0,0,"https://t.co/L7UvbEBXjI is online news, entertainment, music fashion, lifestyle & sports website. Provides you the latest breaking Nigerian and global update.",Nigeria,32,977870026056192003,2018-03-25 11:29:16
BlessIza,"For Security reasons don’t tell us where you are bringing the girls too please, these girls deserves some privacy please Nigeria Air Force, Army and Politicians. Please https://t.co/xXunxr2MZx",0,0,"I am not your usual political parties supporter, expect real Banter from me because my Mumu don do. my Tweet are my personal opinions",🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬,232,977869270792179717,2018-03-25 11:26:16
iyamumoris,"I think nigeria security Chiefs in this country need to be question, for boko haram tactics of operation and abduction of school girls now should call for our concern, for i think they know about it, boko haram is among our soldiers and police, but in d top, we are Nigerians.",0,0,,,44,977868877567791104,2018-03-25 11:24:42
Oswald524,@TheAishaJibril TY Danjuma is too late to the party but still welcome. Let the truth be told about Nigeria security the Muslims control arm forces look the other way when Muslims kill Christians in Nigeria.,0,0,"Good Father,  and proud citizen of the United states of America. A security expert.The biggest problem in the world today is terrorism.",,806,977868676383821824,2018-03-25 11:23:55
mrjacksonigwe,"@HQNigerianArmy This good,its what it should be.Thank you for good works.If you tell somebody to trust in your work, you must give that person no reason to doubt your competence/delivery of quality work.What is at stake here is LIFE/PROPERTY. God help security men/Nigeria.Peace",0,0,"I am simple, very simple. peaceful and humble","Lagos, Nigeria",80,977868424411049984,2018-03-25 11:22:54
GeorgiaRaz,"Lets forget TY Danjuma for a sec. What do you think would finally happen when people lose confidence in the govt/security to protect them like we are seeing now? People are gonna start defending themselves!!!

Point is, TY Danjuma or not, Nigeria is on the edge. @segalink",59,54,I'm a lover of football. @FCBarcelona my home. Nigeria my country and everyday I'm striving to make it a better place,"Lagos, Nigeria",242,977867011761037317,2018-03-25 11:17:18
DiplomaticIfe,National Food Security Council; Nigeria https://t.co/PaDIC69FUw via @flora_ip,1,0,Graduate researcher @ King's College London. #Fisheries #Humansecurity #Maritimesecurity #GulfofGuinea #IUU #Environmentalist,"London, Aba, Nairobi",455,977866467680116736,2018-03-25 11:15:08
stopcorruption1,"TY Danjuma, Obasanjo, IBB, Abdulsalam, Buhari &amp; the rest of them are ex-soldiers, they once supervised the internal security of Nigeria, by status &amp; by right, they are security consultants, when the security system of a country is not working effectively, they should know better.",0,2,Marshals and Volunteers of anti-corruption in defence of national pride and integrity. Fight corruption if it hurts!,,3220,977863963491864576,2018-03-25 11:05:11
BrokeDangote,"""@cchukudebelu: What is the biggest internal security threat in Nigeria?"" Patriotism",0,0,Racing against time... Trying to make it.,"Plantain Island, Ikoyi",47,977863475312709632,2018-03-25 11:03:14
YINKAWUMI,"@Omojuwa The media crew, local paid social media critics and unpaid diehard Buharists have descended on Danjuma and @BillGates for saying the truth about @MBuhari policies and security situation in #Nigeria.",0,0,Thinker. Social Critics. Entrepreneur.,,196,977863203756695552,2018-03-25 11:02:10
iostream_Africa,"Why do people pay tax in Nigeria @VAIDSNG  No security, No Road, No electricity",0,0,"Atiku for Nigeria. Israeli origin, born in Biafra, forced into Nigeria. All I want is freedom from Nigeria.    אני גאה להיות ישראלי",,366,977862992132964354,2018-03-25 11:01:19
cchukudebelu,What is the biggest internal security threat in Nigeria?,7,27,"Christian, Igbo, Nigerian, African. A complex personality, not a stereotype - Western Media take note.

An admirer of M.I. Okpara - an unsung Nigerian hero.",Lagos,50168,977860808205131776,2018-03-25 10:52:39
Bn2murphy,"Nigerians in the big cites all over the world starting from Lagos , should put pressure  on  on Nigeria government to deploy all necessary tools at its security arsenal to #STOPHERDSMENKILLERS.@trafficbutter",0,0,"A gentle being. Am in love with sport,music,politics,science/tech. Love travelling.",Globally Naija ,138,977858736030183425,2018-03-25 10:44:25
FACT_UNDISPUTED,"@ogundamisi @MBuhari There's no security in Nigeria!
Don't be careless with your life.
This is a country where Boko Haram terrorists will kidnap a whole community anytime and return them without any arrest.
The soldiers and police only know how to collect money from Civilians and threaten with guns",3,0,"Say it as it is!
Nigerians live daily as slaves in their country. Our Leaders are heartless without empathy for the masses. Stop praising politicians!",,707,977858492005576704,2018-03-25 10:43:26
chibszone,"One section of the Country controls the entire security architecture and we think its okay. Nigeria is a faulty union, whether we accept it or not. TY Danjuma has made some really deep statement.",0,0,Data Analytics | Logistics | Experienced Facilitator | Training,Nigeria.,626,977856273952727041,2018-03-25 10:34:38
KelvinOdanz,"If Buhari rules Nigeria for another 4 years, there won't be anything like ""Nigeria"" by 2023. Like TY Danjuma, more influential Nigerians will advise their followers to cater for their own security and welfare in the face of an impotent government---A pariah state",21,18,"A left-leaning rightist at the centre of human ingenuity || Stranger at @EDMDesigner,  @chamaileon_io, @DoubleThinkNG, @EpitaphAndTime

||Views=mine* RT≠ views",Karshen duniya,17927,977855123425722368,2018-03-25 10:30:03
Nigeria_Senator,"I'd say voting him out is a complete waste of time.

But let me observe how you'd vote him out considering the present security architecture.

We told you guys so.

I've made up my mind to endure till 2023 assuming there will still be a country. https://t.co/jjvTzYs81U",0,0,A socio-political commentator,,614,977853909283696640,2018-03-25 10:25:14
Kay4speed,@Akluger67 @e032011 @ogundamisi @NGRPresident @MBuhari Isn’t it funny how a tribe (the fulani’s) have become so synonymous to conversations around Security in Nigeria? Isn’t it funny how we try to rationalise why they kill indiscriminately? Isn’t it funny how understanding of the governments lapse we are when it concerns them???,2,1,,,154,977853563845140480,2018-03-25 10:23:51
chumzgrb,Nigeria has gone down the bottomless abyss. Fulani herdsmen cum terrorists are being aided by the security forces. #Ethnic cleansing,1,0,Entrepreneur/ Inventory Control/ Network Administrator/Management/Poults,,87,977853122650533888,2018-03-25 10:22:06
ComradejehJames,@bukolasaraki It's an indication that the government is doing his best to curb the security challenges in Nigeria,0,0,News,"Makurdi, Nigeria",5,977852474701819904,2018-03-25 10:19:32
